ClusterID,X,Y,Z
0,1.34796,0.521869,3.21628,1.36043,0.492387,3.12358
0,1.35056,0.581083,3.19643,1.36304,0.551589,3.10369
0,1.3533,0.64353,3.17551,1.36578,0.613992,3.08273
0,1.35604,0.706062,3.15458,1.36853,0.67648,3.06173
0,1.35879,0.768698,3.13363,1.37129,0.739058,3.0407
0,1.3614,0.828273,3.11367,1.37391,0.798595,3.0207
0,1.34796,0.521869,3.21628,1.3614,0.828273,3.11367
0,1.36043,0.492387,3.12358,1.37391,0.798595,3.0207
0,1.33954,0.554562,3.27876,1.41352,0.378799,2.72888
0,1.34196,0.612682,3.26027,1.41594,0.436919,2.71039
0,1.34438,0.670802,3.24178,1.41835,0.495039,2.6919
0,1.3468,0.728922,3.22329,1.42077,0.553159,2.67341
0,1.34921,0.787042,3.20481,1.42319,0.611279,2.65492
0,1.35163,0.845162,3.18632,1.42561,0.669399,2.63644
0,1.33954,0.554562,3.27876,1.35163,0.845162,3.18632
0,1.37653,0.46668,3.00382,1.38862,0.75728,2.91138
0,1.41352,0.378799,2.72888,1.42561,0.669399,2.63644
0,1.33954,0.554562,3.27876,1.41352,0.378799,2.72888
0,1.34226,0.615251,3.25805,1.41628,0.439269,2.70777
0,1.34511,0.679238,3.23623,1.41921,0.502984,2.68543
0,1.34798,0.743355,3.21435,1.42214,0.566827,2.66311
0,1.35086,0.807711,3.1924,1.42508,0.630926,2.64065
0,1.35359,0.868837,3.17154,1.42788,0.691815,2.61935
0,1.33954,0.554562,3.27876,1.35359,0.868837,3.17154
0,1.37656,0.466626,3.00361,1.39076,0.780264,2.89525
0,1.41352,0.378799,2.72888,1.42788,0.691815,2.61935
0,1.30607,0.5357,3.52837,1.41751,0.271141,2.69999
0,1.30908,0.603803,3.50538,1.42062,0.338849,2.67625
0,1.31226,0.675637,3.48112,1.42391,0.410246,2.65121
0,1.31544,0.747603,3.45682,1.4272,0.481781,2.6261
0,1.31863,0.819732,3.43246,1.4305,0.553454,2.60094
0,1.32183,0.892005,3.40806,1.4338,0.625284,2.57575
0,1.32487,0.960802,3.38483,1.43694,0.693674,2.55178
0,1.30607,0.5357,3.52837,1.32487,0.960802,3.38483
0,1.34312,0.44774,3.25295,1.36213,0.871989,3.10784
0,1.38057,0.358835,2.97457,1.3998,0.782217,2.82789
0,1.41751,0.271141,2.69999,1.43694,0.693674,2.55178
0,1.46928,0.192171,2.31481,1.44631,0.245789,2.48556
0,1.47189,0.257365,2.29243,1.44892,0.310983,2.46318
0,1.47451,0.322559,2.27006,1.45154,0.376177,2.44081
0,1.47712,0.387753,2.24768,1.45415,0.441371,2.41843
0,1.47973,0.452947,2.22531,1.45676,0.506565,2.39606
0,1.48235,0.518141,2.20293,1.45938,0.571759,2.37368
0,1.48496,0.583335,2.18056,1.46199,0.636953,2.35131
0,1.46928,0.192171,2.31481,1.48496,0.583335,2.18056
0,1.44654,0.251092,2.48383,1.46222,0.642256,2.34958
0,1.31544,0.554019,3.45839,1.43131,0.279231,2.59711
0,1.31841,0.621097,3.43571,1.43419,0.346347,2.57507
0,1.32149,0.690513,3.41223,1.43718,0.415799,2.55227
0,1.32457,0.760034,3.38872,1.44017,0.48536,2.52943
0,1.32768,0.830436,3.36491,1.44319,0.555795,2.5063
0,1.33068,0.898165,3.342,1.44611,0.623562,2.48405
0,1.33379,0.968362,3.31826,1.44912,0.693797,2.46099
0,1.33674,1.03496,3.29574,1.45199,0.760428,2.43911
0,1.31544,0.554019,3.45839,1.33674,1.03496,3.29574
0,1.35399,0.462592,3.17182,1.37509,0.943621,3.01072
0,1.39287,0.370376,2.88279,1.41376,0.851493,2.72325
0,1.43131,0.279231,2.59711,1.45199,0.760428,2.43911
0,1.39069,0.374501,2.89903,1.36452,0.435544,3.09357
0,1.39343,0.442825,2.87558,1.36726,0.503868,3.07012
0,1.39617,0.511149,2.85213,1.37,0.572192,3.04667
0,1.39891,0.579473,2.82868,1.37274,0.640516,3.02322
0,1.40165,0.647797,2.80523,1.37548,0.70884,2.99977
0,1.40438,0.716121,2.78178,1.37822,0.777164,2.97632
0,1.40712,0.784445,2.75833,1.38095,0.845488,2.95287
0,1.39069,0.374501,2.89903,1.40712,0.784445,2.75833
