ID,X,Y,Z
23344,0.337496,-0.783533,0.234663
23343,0.334883,-0.747382,0.310359
23342,0.302747,-0.671112,0.514003
23341,0.244353,-0.547023,0.888021
23340,0.383635,-0.369663,1.60317
23339,-0.0216838,-0.224791,1.56471
23338,0.218859,-0.503688,1.142
23337,0.185199,-0.391753,1.44084
23336,0.333468,-0.864606,0.227746
23335,0.288103,-0.862347,0.276572
23333,0.317975,-0.871072,0.328197
23332,-0.100615,-0.325023,1.56263
23331,0.0172502,-0.856748,0.157552
23330,0.0906374,-0.499917,1.64587
23329,0.0469317,-0.46227,1.61084
23328,0.0647993,-0.652356,1.68986
23327,0.0272443,-0.0370445,-0.0796041
23326,0.342871,0.0495321,0.167677
23324,0.225135,0.370095,1.18526
23323,0.200942,0.399679,1.28327
23322,0.295348,0.118484,0.54146
23321,0.261532,0.213818,0.808227
23320,0.298196,0.0833774,0.576926
23319,0.095188,-0.206018,-0.227973
23318,0.361744,-0.136437,0.0021936
23317,0.228108,0.281849,1.32687
23316,0.234399,0.260059,1.40464
23315,0.109463,0.267678,1.40676
23313,0.040258,-0.231602,-0.0716845
23311,0.271929,0.00603921,1.00399
23310,0.282587,0.0141137,1.03674
23309,0.233046,0.0282573,1.0829
23308,0.0916368,0.144153,1.44184
23307,0.304031,-0.205645,0.52194
23306,0.272221,-0.140227,0.749863
23305,0.208325,0.0708114,1.37352
23304,0.0506816,-0.371799,-0.0802622
23303,0.051671,-0.367183,-0.0645756
23302,-0.112189,0.113321,1.415
23301,0.0542788,-0.437322,-0.105932
23300,-0.113931,0.0891805,1.42204
23299,0.0239153,-0.421563,0.0293657
23298,0.0369758,-0.421435,0.0365126
23297,0.38847,-0.495585,0.168648
23296,0.346073,-0.541498,0.12646
23295,0.31447,-0.401468,0.429025
23294,0.339732,-0.550289,0.115626
23293,0.343079,-0.577052,0.138417
23292,0.339797,-0.575033,0.154384
23291,0.326415,-0.636344,0.105917
23290,0.347145,-0.602176,0.142953
23289,0.305384,-0.520086,0.467298
23288,0.0510903,-0.0715187,1.55266
23287,0.0525605,-0.0925475,1.53431
23286,0.307535,-0.540377,0.473627
23285,0.351238,-0.552681,0.498761
23284,0.354793,-0.553932,0.498607
23283,0.305118,-0.682313,0.115658
23282,0.310676,-0.721804,0.124666
23281,0.382913,-0.738359,0.259612
23280,0.355925,-0.722681,0.265773
23279,0.303269,-0.630582,0.501466
23278,0.331756,-0.627029,0.604513
23277,0.279473,-0.512849,0.914164
23276,0.0500122,-0.187859,1.56441
23275,0.263218,-0.775533,0.138627
23274,0.296383,-0.654436,0.542357
23273,0.297498,-0.655982,0.574537
23272,0.277521,-0.591222,0.704997
23271,0.234669,-0.451474,1.09074
23270,0.224844,-0.465631,1.10221
23269,0.215414,-0.444689,1.2006
23267,0.207056,-0.402056,1.21727
23266,0.211708,-0.398892,1.23429
23265,0.200082,-0.387616,1.30253
23264,0.162667,-0.317796,1.56986
23263,0.257141,-0.801179,0.150093
23262,0.188129,-0.395118,1.41366
23261,0.323221,-0.827233,0.360749
23259,0.160188,-0.400586,1.59608
23258,0.189334,-0.549736,1.37033
23257,-0.220545,-0.265413,1.53414
23256,0.0192997,-0.861561,0.136138
23255,-0.262989,-0.337568,1.55125
23254,0.912864,-1.16516,1.95518
23253,0.0418647,-0.626008,1.71525
23252,0.620286,-1.11661,1.90541
23251,-0.268541,-0.478494,1.59358
23250,0.0230465,-0.0145184,-0.0853548
23249,0.0905361,0.259869,0.794834
23248,0.201967,0.413126,1.33956
23247,0.166021,0.423361,1.33659
23246,0.175761,0.425704,1.34173
23244,0.256278,0.227618,0.84666
23243,0.215471,0.317413,1.17391
23242,0.200823,0.372034,1.32589
23240,0.36333,-0.0945204,-0.0142694
23239,0.217639,0.328353,1.32392
23238,0.351923,-0.0558352,0.177421
23237,0.33328,0.0801527,0.610631
23236,0.212935,0.316806,1.34558
23235,0.41768,-0.15649,0.0479822
23234,0.23046,0.188747,1.12768
23233,0.188905,0.290334,1.39101
23232,0.0951273,0.281398,1.39401
23231,0.234336,0.153947,1.07277
23230,0.185831,0.222387,1.41195
23229,0.0528895,-0.270475,-0.0823563
23227,0.221866,0.0823194,1.08396
23226,0.228341,0.100023,1.14545
23225,0.0940105,0.197381,1.42384
23224,0.320477,-0.218157,0.427838
23223,0.315856,-0.215773,0.437774
23222,0.312538,-0.113962,0.664279
23221,0.285924,-0.12206,0.666254
23220,0.273196,-0.0647288,0.801159
23219,0.227043,-6.37553e-05,1.06654
23218,0.231365,0.0111451,1.08129
23217,0.224225,0.0625537,1.25141
23216,-0.073376,0.169533,1.40936
23215,-0.073376,0.169533,1.40936
23214,0.305158,-0.185969,0.538751
23213,0.236809,-0.0114912,1.05238
23212,0.211495,0.0620535,1.27179
23211,0.2109,0.0306254,1.24925
23210,0.167403,0.107283,1.43917
23209,0.110511,0.115362,1.45144
23208,0.0685067,-0.424366,-0.160124
23207,0.313448,-0.412382,0.0717377
23206,0.352439,-0.411257,0.0879429
23205,0.34884,-0.410124,0.101129
23204,0.26582,-0.158819,0.822977
23203,0.185431,0.0822101,1.45905
23202,0.0939779,0.0997851,1.45435
23201,0.356338,-0.443511,0.0872994
23200,0.349003,-0.434144,0.10884
23199,0.003287,0.0565191,1.45062
23198,0.050328,-0.464003,-0.160523
23197,0.0479309,-0.453618,-0.126352
23196,0.0596188,-0.454362,-0.118311
23195,0.0481958,-0.434014,-0.0601872
23194,0.0259122,-0.418687,-0.0299641
23193,0.375345,-0.494241,0.153675
23192,0.169377,-0.0349865,1.45557
23191,0.170441,-0.0292545,1.47504
23190,0.0456448,-0.48088,-0.0926978
23189,0.33983,-0.509338,0.106615
23187,-2.82635,0.294309,3.77651
23186,0.000936836,-0.0437177,1.49236
23185,0.312411,-0.510443,0.450911
23184,0.337252,-0.537421,0.524046
23183,0.248651,-0.368544,0.935028
23182,0.248428,-0.368352,0.934807
23181,0.161959,-0.18884,1.52512
23180,0.0803835,-0.117978,1.54617
23179,0.282572,-0.525608,0.669653
23178,0.275333,-0.536457,0.689005
23176,0.272892,-0.508077,0.741471
23175,0.320568,-0.612122,0.627432
23174,0.275442,-0.567037,0.708542
23173,0.277324,-0.568296,0.709059
23172,0.263351,-0.541783,0.78982
23171,0.30115,-0.772594,0.145377
23170,0.340629,-0.807914,0.21031
23169,0.233535,-0.4672,1.05518
23168,0.0820055,-0.245394,1.58109
23167,0.0538679,-0.229808,1.58296
23166,0.317184,-0.816884,0.197738
23165,0.333342,-0.823544,0.217268
23164,0.328154,-0.844882,0.23898
23163,0.332003,-0.840283,0.250331
23162,0.297881,-0.722164,0.547286
23160,0.252947,-0.609177,0.89971
23159,0.213747,-0.471362,1.19691
23158,0.206694,-0.46169,1.23063
23157,0.163151,-0.338596,1.57863
23156,0.158232,-0.356158,1.58158
23155,0.321994,-0.884385,0.240651
23154,0.325392,-0.839802,0.329636
23150,0.17321,-0.38762,1.53151
23149,0.0723001,-0.909001,-0.129655
23147,-0.207714,-0.227379,1.5202
23146,0.0542866,-0.907043,-0.141162
23145,0.0201767,-0.812692,0.149895
23144,0.038205,-0.814277,0.161053
23143,-0.103518,-0.329578,1.56633
23142,0.0309851,-0.920458,-0.0224837
23141,0.812032,-0.998444,1.88899
23140,-0.144097,-0.385746,1.57596
23139,0.880773,-1.09731,1.93574
23138,0.936983,-1.1865,1.95256
23137,0.899694,-1.19549,1.95524
23136,0.436126,-0.888455,1.82004
23135,0.449664,-0.984872,1.88495
23134,0.329082,-0.895061,1.81799
23133,0.472275,-1.06679,1.87673
23132,0.0591904,0.0885487,0.27601
23131,0.13191,0.289064,0.887557
23130,0.02896,-0.0454525,-0.0865432
23129,0.0997318,-0.0359917,-0.0683664
23128,0.34027,-0.0111138,-0.0408574
23127,0.364842,-0.00225748,0.00404753
23126,0.225179,0.32495,1.0972
23125,0.213129,0.347533,1.18344
23124,0.207639,0.395282,1.26964
23123,0.363288,-0.028132,0.0177182
23122,0.362674,-0.0263477,0.0356334
23121,0.352446,-0.0283079,0.105599
23120,0.29652,0.131284,0.537222
23119,0.270014,0.231811,0.828635
23118,0.23779,0.271146,1.01381
23117,0.228824,0.281473,1.06645
23116,0.193103,0.38536,1.32546
23115,0.189344,0.365971,1.35107
23114,0.0864924,0.382615,1.34591
23113,0.345627,-0.0834035,-0.0310921
23112,0.361001,-0.0813707,-0.0160369
23111,0.37328,-0.11059,-0.0157672
23110,0.366444,-0.0749073,0.00566592
23109,0.227822,0.317991,1.32268
23107,0.328848,-0.128003,-0.0448331
23106,0.348525,-0.0554444,0.209558
23105,0.249928,0.217871,1.04331
23104,0.243849,0.19285,1.05074
23103,0.243849,0.19285,1.05074
23102,0.237492,0.196655,1.06216
23101,0.236033,0.200517,1.07436
23100,0.231252,0.211955,1.10896
23099,0.231252,0.211955,1.10896
23098,0.229715,0.215859,1.12074
23097,0.229715,0.215859,1.12074
23096,0.227343,0.252185,1.14735
23095,0.222604,0.231126,1.16735
23094,0.222604,0.231126,1.16735
23093,0.251768,0.313053,1.31871
23092,0.192135,0.316831,1.34631
23091,0.194871,0.293266,1.35681
23090,0.194871,0.293266,1.35681
23089,0.159141,0.301992,1.3812
23087,0.372592,-0.153419,-0.0007276
23086,0.372592,-0.153419,-0.0007276
23085,0.256469,0.248192,1.34415
23084,0.199215,0.262347,1.34639
23083,0.206065,0.274136,1.38433
23082,0.252036,0.0679165,0.902239
23081,0.252036,0.0679165,0.902239
23080,0.252236,0.071307,0.913322
23079,0.234856,0.125794,1.07811
23078,0.227251,0.173305,1.13883
23077,0.228849,0.14145,1.12522
23076,0.228849,0.14145,1.12522
23075,0.227443,0.1451,1.13689
23074,0.227443,0.1451,1.13689
23073,0.224926,0.180785,1.16347
23072,0.223916,0.152556,1.15965
23071,0.223916,0.152556,1.15965
23070,0.223286,0.157023,1.17405
23069,0.217545,0.162519,1.18967
23068,0.224416,0.162834,1.19294
23067,0.200445,0.231146,1.39984
23066,0.200445,0.231146,1.39984
23065,0.15363,0.235155,1.40024
23064,0.289952,-0.0540273,0.61586
23063,0.290766,-0.051188,0.625564
23062,0.239987,0.192757,1.35422
23061,0.222723,0.204132,1.34951
23060,0.302693,-0.124944,0.547613
23059,0.302693,-0.124944,0.547613
23058,0.261453,0.00208053,0.847802
23057,0.251733,-0.00131557,0.922974
23056,0.253536,-0.00142814,0.923904
23055,0.232274,0.0848188,1.09866
23054,0.231271,0.0586722,1.1063
23053,0.231271,0.0586722,1.1063
23052,0.229395,0.0921933,1.12223
23051,0.230236,0.0624088,1.1182
23050,0.230236,0.0624088,1.1182
23049,0.218314,0.0884647,1.19807
23048,0.218314,0.0884647,1.19807
23047,0.226038,0.0922444,1.21398
23046,0.226038,0.0922444,1.21398
23045,0.247083,0.168028,1.36646
23044,0.193123,0.15912,1.41503
23043,0.310067,-0.0766961,0.749849
23042,0.303335,-0.0935313,0.753651
23041,0.280475,-0.00268856,1.01385
23040,0.330154,-0.00373892,1.03942
23039,0.257619,-0.0125079,1.00254
23038,0.269401,-0.0123294,1.00672
23037,0.266102,-0.00115974,1.03985
23036,0.222908,0.0314548,1.1744
23035,0.22063,0.035697,1.18508
23034,0.0882468,0.137384,1.43399
23033,0.2723,-0.106354,0.767555
23032,0.239008,-0.0465383,1.04215
23031,0.218612,0.0140222,1.20462
23030,0.218612,0.0140222,1.20462
23029,0.218719,0.039518,1.22761
23028,0.216777,0.0177346,1.21608
23027,0.216777,0.0177346,1.21608
23026,0.212928,0.0246188,1.236
23025,0.192268,0.0973084,1.39817
23024,0.191619,0.0892731,1.38739
23023,0.171039,0.0982442,1.45953
23022,0.0385874,0.119902,1.44552
23021,0.232109,-0.374729,0.0295556
23020,0.357389,-0.36876,0.125503
23019,0.290415,-0.223132,0.628797
23018,0.288952,-0.218944,0.640155
23017,0.282326,-0.185998,0.680601
23016,0.279118,-0.175871,0.714798
23015,0.249453,-0.11429,0.960998
23014,0.226064,-0.0361185,1.13802
23013,0.217046,-0.0317704,1.2133
23012,0.20507,-0.00244543,1.30439
23011,0.203798,0.00133292,1.31687
23010,0.204421,0.00527491,1.33004
23009,0.197885,0.013103,1.35034
23008,-0.0776846,0.116932,1.41704
23007,0.349238,-0.427701,0.183824
23006,0.326391,-0.366614,0.368314
23004,0.227332,-0.0878379,1.12927
23003,0.227332,-0.0878379,1.12927
23002,0.224734,-0.0796592,1.15346
23001,0.224734,-0.0796592,1.15346
23000,0.219335,-0.0721397,1.17329
22999,0.219335,-0.0721397,1.17329
22998,0.213992,-0.0532624,1.234
22997,0.200687,-0.0233638,1.32394
22996,0.200687,-0.0233638,1.32394
22995,0.150089,0.0540253,1.48297
22994,0.26077,-0.209246,0.844011
22993,0.0386054,-0.465648,-0.0458115
22992,0.0330658,-0.451535,-0.00314055
22991,0.320769,-0.519495,0.0720942
22990,0.339177,-0.531687,0.0783049
22989,0.329505,-0.437514,0.319644
22988,-0.00209999,-0.464643,0.0592223
22987,0.0538718,-0.0437752,1.50155
22986,0.359796,-0.727256,0.295115
22985,0.309986,-0.682171,0.370424
22984,0.280531,-0.498525,0.939168
22983,0.208654,-0.355127,1.24318
22982,0.206507,-0.361036,1.25284
22981,0.209151,-0.352214,1.26776
22979,0.306667,-0.67483,0.508758
22978,0.30158,-0.679386,0.535092
22977,0.287096,-0.638983,0.608285
22975,0.248122,-0.534559,0.960016
22974,0.238448,-0.506298,1.0251
22973,0.207185,-0.445682,1.18272
22972,0.206773,-0.403315,1.26058
22971,0.174043,-0.32914,1.50324
22970,0.277825,-0.636259,0.703422
22969,0.277825,-0.636259,0.703422
22968,0.281693,-0.685715,0.696662
22967,0.259792,-0.583037,0.84724
22966,0.253037,-0.600958,0.909615
22965,0.253037,-0.600958,0.909615
22964,0.224456,-0.517383,1.12103
22963,0.178695,-0.351819,1.53841
22962,0.297898,-0.773419,0.533771
22961,0.234452,-0.568451,1.04209
22960,0.201934,-0.854908,0.297864
22959,0.269494,-0.776799,0.649762
22958,0.238427,-0.77545,0.64802
22957,0.0908309,-0.36917,1.60144
22956,0.0170643,-0.829574,0.116355
22955,0.0204552,-0.870319,0.12744
22954,0.0482364,-0.450895,1.59246
22953,0.0587458,-0.446082,1.61543
22952,0.198387,-0.579954,1.68511
22951,0.0764926,-0.568183,1.67755
22950,0.448092,-0.838262,1.79955
22949,0.0477629,-0.5912,1.70894
22948,-0.176978,-0.422253,1.58424
22947,0.452328,-0.93354,1.84368
22946,0.43535,-0.962543,1.84519
22945,0.436407,-0.97823,1.85154
22944,0.292217,-0.840239,1.78193
22943,-0.321343,-0.4218,1.56558
22942,0.454917,-1.03539,1.89297
22941,0.458563,-1.03675,1.90805
22940,-0.175101,0.364429,1.08356
22939,0.00706192,0.213762,0.620623
22938,0.353701,0.0260444,0.092805
22937,0.287259,0.187249,0.603242
22936,0.28828,0.174849,0.596433
22935,0.220111,0.349661,1.14452
22934,0.171802,0.422056,1.35158
22933,0.171802,0.422056,1.35158
22932,0.0617388,0.406712,1.33971
22931,0.361762,-0.0483333,-0.0250582
22930,0.264847,0.192798,0.783256
22929,0.249356,0.248065,0.918473
22928,0.247463,0.247875,0.917443
22927,0.230166,0.287124,1.07269
22926,0.222731,0.290851,1.09686
22925,0.220042,0.33631,1.18379
22924,0.196734,0.345963,1.24926
22923,0.211472,0.376959,1.29454
22922,0.346582,-0.0919096,-0.02617
22921,0.231987,0.261825,1.11274
22920,0.330523,-0.123172,-0.0554465
22919,0.36904,-0.123614,0.0254438
22918,0.37685,-0.142133,0.0333148
22917,0.197286,0.162349,1.42754
22916,0.288283,-0.0785118,0.772363
22915,-0.0932169,0.174885,1.39821
22914,0.280807,-0.140899,0.687659
22913,0.264287,-0.109313,0.827102
22912,-0.0991948,0.149575,1.40309
22911,-0.0706794,0.138378,1.42698
22910,0.275022,-0.163435,0.748237
22909,0.054872,-0.43492,-0.14291
22908,0.0251211,-0.386914,0.0210082
22907,0.36307,-0.430881,0.0858906
22906,0.337344,-0.419397,0.101693
22905,0.349572,-0.400805,0.177231
22904,0.349747,-0.400873,0.177176
22903,0.348802,-0.397443,0.187481
22902,0.317618,-0.318865,0.424817
22901,0.311558,-0.307142,0.460469
22900,0.302142,-0.278188,0.550117
22899,0.277923,-0.22193,0.721369
22898,0.277923,-0.22193,0.721369
22897,0.274613,-0.210756,0.755317
22896,0.274613,-0.210756,0.755317
22895,0.263667,-0.183941,0.835625
22894,0.263667,-0.183941,0.835625
22893,0.2399,-0.119527,1.03224
22892,0.2399,-0.119527,1.03224
22891,0.327416,-0.455571,0.112459
22890,0.222596,-0.111426,1.14021
22889,0.177542,-0.0390833,1.44368
22888,0.0421647,-0.474335,-0.0672701
22887,-0.128784,-0.00161647,1.44736
22886,0.309699,-0.477896,0.617129
22885,0.307851,-0.754284,0.481735
22884,0.185681,-0.408057,1.58496
22883,0.0195885,-0.314059,1.57546
22882,0.291794,-0.882423,0.277597
22881,0.0498589,-0.923207,-0.116595
22880,-0.0712006,-0.832818,-0.0413346
22879,0.021214,-0.817465,0.132554
22878,0.193463,-0.870882,0.306236
22877,0.193045,-0.870504,0.306117
22876,0.14987,-0.471007,1.57603
22875,0.312537,-0.666421,1.73087
22874,-0.090922,-0.423054,1.59708
22873,1.01039,-1.16002,1.95825
22872,0.873689,-1.07399,1.93342
22870,-0.158182,-0.42134,1.58506
22869,0.411398,-0.828541,1.79957
22868,0.824594,-1.24736,1.89199
22865,-0.0597589,0.253378,1.38693
22862,0.0519319,0.245058,1.44248
22861,0.0747306,0.238502,1.43291
22855,-0.0332954,0.0872127,1.43703
22854,0.204468,0.391057,1.25367
22853,0.247504,0.335756,1.24011
22852,0.104976,0.248031,1.43539
22851,0.185543,0.0211936,1.40812
22850,0.704378,-1.17282,1.93812
22849,0.233591,0.29052,1.0284
22842,0.232839,0.27322,1.02493
22841,0.433098,-0.965104,1.85762
22840,0.433354,-0.978964,1.86272
22839,0.314504,0.114421,0.379689
22838,0.366143,-0.0259444,-0.0034515
22837,0.340233,0.0547044,0.201606
22836,0.340593,0.0253407,0.192871
22835,0.320892,0.0773895,0.337282
22834,0.322481,0.0772512,0.337327
22833,0.311112,0.10472,0.412455
22832,0.300503,0.151166,0.513134
22831,0.263572,0.23915,0.790333
22830,0.246712,0.262941,0.932264
22829,0.239033,0.303967,0.993022
22828,0.363417,-0.0561137,0.0110774
22827,0.346421,-0.00943577,0.148379
22826,0.284737,0.14909,0.627994
22825,0.313622,0.119751,0.695868
22824,0.344485,-0.0612127,0.229744
22823,0.335121,-0.0357579,0.308141
22822,0.305339,0.004016,0.522076
22821,0.333443,-0.110646,0.309971
22820,0.298042,-0.0242719,0.573544
22818,0.333671,-0.139081,0.320269
22817,0.304831,-0.0723996,0.522565
22816,0.302389,-0.063547,0.546801
22815,0.298161,-0.0525725,0.58205
22814,0.265477,0.0284859,0.832682
22813,0.258939,0.0477494,0.889208
22812,0.296202,-0.0950485,0.593048
22811,0.362936,-0.294571,0.078693
22810,0.293501,-0.124894,0.595458
22809,0.225565,0.0536396,1.1409
22808,0.337212,-0.277696,0.269887
22807,-0.856762,0.143639,1.34196
22806,0.292853,-0.163611,0.615956
22805,0.227296,0.00520931,1.1276
22804,0.222877,0.0141891,1.15729
22803,-0.203127,0.179633,1.41434
22802,0.360914,-0.363268,0.101432
22801,0.295096,-0.203039,0.590443
22800,0.255569,-0.0983082,0.912458
22799,0.234638,-0.037859,1.08868
22798,0.222653,-0.0160677,1.1632
22797,0.360067,-0.406806,0.114498
22796,0.360385,-0.406847,0.114475
22795,0.349332,-0.421381,0.104502
22794,0.357924,-0.434224,0.123829
22792,0.302603,-0.301979,0.52138
22791,0.275271,-0.235997,0.725818
22790,0.274173,-0.227771,0.750903
22789,0.227323,-0.107045,1.11711
22788,-0.111535,0.0319337,1.445
22787,-0.0897033,-0.0484711,1.47204
22786,0.140591,-0.155885,1.53516
22785,2.60404,-1.33742,0.98938
22784,0.187168,-0.315701,1.50551
22783,0.311249,-0.628399,0.62142
22782,2.64569,-1.66429,1.09712
22781,-0.239327,-0.112906,1.50695
22780,0.254973,-0.594428,0.881861
22779,-0.221978,-0.172352,1.52691
22778,0.336129,-0.83146,0.236152
22777,0.280193,-0.723168,0.659492
22776,0.35389,0.0275825,0.0985514
22775,0.326628,0.0896258,0.289609
22774,0.299879,0.152849,0.493328
22773,0.292673,0.173726,0.561089
22772,0.366018,-0.0386374,-0.000728453
22771,0.337816,0.041158,0.221739
22770,0.289456,0.182121,0.594327
22769,0.27512,0.186137,0.711268
22768,0.273536,0.18624,0.710791
22767,0.244639,0.282107,0.913366
22766,0.240273,0.296121,0.955922
22765,0.31198,0.0615223,0.41636
22763,0.279733,0.162605,0.670461
22762,0.274823,0.155254,0.698975
22761,0.271854,0.158498,0.769853
22760,0.259346,0.192021,0.866776
22759,-1.41582,0.511376,2.17955
22757,0.337498,-0.199732,0.275173
22756,0.259786,-0.0022082,0.878223
22755,0.339594,-0.234915,0.261023
22754,0.264197,-0.0473637,0.831067
22752,0.244246,-0.0549308,0.994778
22751,0.353271,-0.354042,0.0826904
22750,0.351296,-0.335133,0.151346
22749,0.312026,-0.25537,0.429605
22748,0.312026,-0.25537,0.429605
22747,0.308546,-0.233892,0.50059
22746,0.250893,-0.0897547,0.933064
22745,0.225298,-0.023448,1.13782
22744,-0.0996607,0.112934,1.41055
22743,-0.218907,0.130199,1.40356
22742,0.348253,-0.382722,0.182483
22741,0.345283,-0.375015,0.20723
22740,0.322045,-0.313096,0.398092
22739,0.302158,-0.267021,0.53216
22738,0.286228,-0.22939,0.648558
22737,0.284317,-0.221942,0.67258
22736,0.261073,-0.162187,0.855939
22735,0.257733,-0.154159,0.878451
22734,0.254193,-0.138771,0.924713
22733,0.23146,-0.0857951,1.08395
22732,0.230593,-0.0804221,1.10618
22731,-0.191124,0.119112,1.41419
22730,0.309641,-0.317765,0.47568
22729,0.293448,-0.279807,0.591293
22728,0.254932,-0.188938,0.864472
22727,0.231943,-0.121957,1.07041
22726,0.231892,-0.114859,1.09331
22725,-0.119254,-0.0348358,1.46352
22724,2.61576,-1.52991,0.308649
22723,2.61576,-1.52991,0.308649
22722,2.60592,-1.01859,2.14752
22721,-0.0210702,-0.169867,1.5455
22720,0.273938,-0.540691,0.74013
22719,0.147348,-0.251468,1.57124
22718,2.63882,-1.62376,1.17266
22717,2.67736,-1.63063,1.25748
22716,2.6552,-1.60578,1.3064
22715,0.172229,-0.33428,1.52937
22714,0.172229,-0.33428,1.52937
22713,0.337235,-0.780424,0.200833
22712,0.33899,-0.764255,0.229454
22711,0.33303,-0.750943,0.264021
22710,0.334307,-0.7857,0.257805
22709,0.323566,-0.743458,0.359151
22707,0.227119,-0.501512,1.09422
22706,0.334037,-0.838195,0.204704
22705,0.304812,-0.857616,0.252289
22704,0.308017,-0.807511,0.472562
22702,0.23497,-0.601881,1.0371
22701,0.569076,-0.880225,0.924404
22700,0.356865,0.0133662,0.0581351
22699,0.312002,0.124809,0.403131
22698,0.298663,0.163798,0.524229
22697,0.296857,0.168596,0.540617
22696,0.283805,0.172612,0.631578
22695,0.359036,-0.0405553,0.0612865
22694,0.344411,-0.00501732,0.173208
22693,0.310496,0.0773068,0.425215
22692,0.267634,0.186645,0.752233
22691,0.254444,0.221396,0.861245
22690,0.268024,0.162039,0.820634
22689,0.260934,0.0247675,0.859318
22687,0.331526,-0.174019,0.308086
22686,0.254642,0.0243308,0.911199
22685,0.267663,0.0149348,1.03234
22684,0.328074,-0.237485,0.34687
22683,0.268768,-0.144872,0.773147
22682,0.268768,-0.144872,0.773147
22679,0.218414,-0.151742,1.18162
22678,0.279107,-0.31266,0.692056
22677,4.18744,-1.92496,1.46894
22676,0.243701,-0.368737,0.976436
22675,0.243701,-0.368737,0.976436
22674,0.274565,-0.504006,0.726663
22673,0.26987,-0.53678,0.763852
22672,0.338251,-0.748329,0.244814
22671,0.336464,-0.771961,0.301599
22670,0.300221,-0.688235,0.525373
22668,0.212497,-0.457978,1.21809
22667,0.213925,-0.479758,1.21018
22666,0.338107,-0.813721,0.243033
22665,0.223201,-0.53862,1.12853
22664,0.116817,-0.383625,1.60773
22662,0.334814,0.0769815,0.247758
22661,0.367495,-0.0129033,-0.0112908
22660,0.349229,-7.58088e-05,0.109889
22659,0.335588,0.0635651,0.239389
22658,0.322478,0.079133,0.334091
22657,0.306705,0.103232,0.45171
22656,0.30565,0.11137,0.46294
22655,0.271153,0.202776,0.730353
22653,0.361951,-0.0356141,0.0224397
22652,0.357038,-0.0486529,0.0414626
22651,0.354327,-0.0376182,0.0928654
22650,0.333485,0.0317928,0.242343
22649,0.265159,0.201959,0.781759
22648,0.238918,0.260771,0.980245
22646,0.264731,0.176296,0.855427
22645,0.250334,0.234303,1.03565
22643,0.341903,-0.0364437,0.267398
22642,0.303073,0.0579667,0.554179
22641,0.265279,0.150467,0.837621
22640,0.264298,0.154552,0.849866
22639,0.262382,0.158574,0.861239
22638,0.258973,0.108225,0.881163
22637,0.34205,-0.114863,0.260045
22636,0.268883,0.0111328,0.819759
22635,0.256289,0.0368159,0.895574
22634,2.74731,-0.59514,0.191736
22633,0.262427,0.00519173,0.859251
22632,0.256999,0.0167952,0.892835
22631,0.297503,-0.109955,0.594373
22630,0.297503,-0.109955,0.594373
22629,0.332409,-0.248928,0.315364
22628,0.295721,-0.158477,0.589802
22627,0.277006,-0.120794,0.729542
22625,0.22591,0.0198531,1.13704
22624,0.340858,-0.378318,0.0600403
22623,0.345408,-0.311257,0.214841
22622,0.33814,-0.288272,0.25796
22620,0.2753,-0.140454,0.753383
22619,0.343143,-0.353639,0.231389
22618,0.304647,-0.260034,0.514338
22617,0.304001,-0.255175,0.526814
22616,0.257205,-0.140608,0.880338
22615,0.251833,-0.128424,0.914008
22614,0.23225,-0.0697612,1.09613
22612,0.218631,-0.0355393,1.2006
22611,0.242304,-0.330641,0.985298
22610,0.315837,-0.538133,0.420924
22609,2.68136,-1.55127,0.471428
22608,2.64992,-1.36595,1.09694
22607,0.240215,-0.381071,1.00308
22606,0.320805,-0.587212,0.386919
22605,0.320463,-0.58713,0.386743
22604,0.313547,-0.576132,0.433061
22603,0.322312,-0.586373,0.597476
22602,2.6919,-1.6434,1.10072
22601,0.238959,-0.427989,1.01444
22600,2.61996,-1.30646,2.15747
22598,0.200608,-0.343064,1.30602
22597,0.318898,-0.673576,0.401429
22596,0.308483,-0.659187,0.485131
22595,0.241007,-0.489208,1.00071
22594,0.240824,-0.489028,1.00064
22593,0.2354,-0.462517,1.02814
22592,0.218916,-0.461325,1.15084
22589,0.336806,-0.774316,0.264171
22588,0.331701,-0.770918,0.289885
22587,0.300256,-0.690349,0.545672
22586,0.297707,-0.678701,0.562684
22585,0.282433,-0.655775,0.675569
22584,0.260405,-0.593956,0.856828
22583,0.203212,-0.473486,1.28203
22582,0.20088,-0.440312,1.30791
22581,0.305862,-0.761499,0.492283
22579,0.292507,-0.702498,0.601259
22577,0.252226,-0.651623,0.901456
22576,0.229573,-0.595075,1.07251
22575,0.224633,-0.584003,1.10532
22574,1.37881,-1.1007,2.38303
22573,0.868417,-1.18474,1.89396
22572,0.323612,0.103324,0.330921
22570,0.31653,0.104186,0.373041
22569,0.296216,0.131498,0.537308
22568,0.291631,0.16823,0.568414
22567,0.284732,0.187713,0.635321
22566,0.285142,0.187867,0.635482
22565,0.285699,0.166176,0.615921
22564,0.275211,0.194952,0.695912
22563,0.273074,0.209643,0.709285
22562,0.271871,0.195624,0.725511
22561,0.260629,0.231278,0.826636
22560,0.257886,0.264256,0.851253
22559,0.252178,0.261944,0.89449
22558,0.240835,0.274698,0.980796
22557,0.365931,-0.0430113,-0.00208368
22556,0.360958,-0.0373332,0.0437625
22555,0.356793,-0.0418909,0.068139
22554,0.352403,-0.0285925,0.105659
