RepID,X,Y,Z
P1010435.JPG_repNr_1,1.55633,-1.20137,-0.794243,1.56894,-0.850217,-0.90322
P1010435.JPG_repNr_1,1.52128,-1.11255,-0.521318,1.53379,-0.761466,-0.629487
P1010435.JPG_repNr_1,1.48438,-1.01902,-0.233889,1.49677,-0.668001,-0.341206
P1010435.JPG_repNr_1,1.44746,-0.925461,0.0535924,1.45975,-0.574517,-0.0528795
P1010435.JPG_repNr_1,1.41072,-0.83237,0.339673,1.42291,-0.481491,0.234049
P1010435.JPG_repNr_1,1.37396,-0.739195,0.625975,1.38603,-0.388379,0.521244
P1010435.JPG_repNr_1,1.33743,-0.646628,0.910426,1.3494,-0.295896,0.80648
P1010435.JPG_repNr_1,1.30075,-0.553656,1.19611,1.31261,-0.202996,1.09302
P1010435.JPG_repNr_1,1.26429,-0.461259,1.48005,1.27604,-0.11067,1.37778
P1010435.JPG_repNr_1,1.22984,-0.373958,1.74833,1.24149,-0.0234345,1.64685
P1010435.JPG_repNr_1,1.55633,-1.20137,-0.794243,1.22984,-0.373958,1.74833
P1010435.JPG_repNr_1,1.56894,-0.850217,-0.90322,1.24149,-0.0234345,1.64685
P1010435.JPG_repNr_2,1.57141,-0.78135,-0.924593,1.58272,-0.466476,-1.02231
P1010435.JPG_repNr_2,1.53624,-0.692613,-0.650702,1.54745,-0.377799,-0.747693
P1010435.JPG_repNr_2,1.4992,-0.599161,-0.362255,1.51032,-0.284412,-0.458484
P1010435.JPG_repNr_2,1.46215,-0.505684,-0.0737238,1.47318,-0.191005,-0.169211
P1010435.JPG_repNr_2,1.4253,-0.412687,0.213309,1.43622,-0.0980677,0.118602
P1010435.JPG_repNr_2,1.3884,-0.319587,0.50068,1.39923,-0.00503603,0.406719
P1010435.JPG_repNr_2,1.35175,-0.227109,0.786117,1.36248,0.0873815,0.692926
P1010435.JPG_repNr_2,1.31493,-0.134224,1.07282,1.32557,0.180193,0.980349
P1010435.JPG_repNr_2,1.27835,-0.0419191,1.35771,1.28888,0.272448,1.26606
P1010435.JPG_repNr_2,1.24378,0.0453083,1.62697,1.25423,0.359605,1.53598
P1010435.JPG_repNr_2,1.57141,-0.78135,-0.924593,1.24378,0.0453083,1.62697
P1010435.JPG_repNr_2,1.58272,-0.466476,-1.02231,1.25423,0.359605,1.53598
P1010436.JPG_repNr_1,1.55754,-1.19695,-0.803851,1.56972,-0.851624,-0.909317
P1010436.JPG_repNr_1,1.52223,-1.10746,-0.528861,1.53429,-0.762478,-0.633415
P1010436.JPG_repNr_1,1.48526,-1.01378,-0.241,1.49721,-0.669157,-0.3446
P1010436.JPG_repNr_1,1.44778,-0.918798,0.0508889,1.4596,-0.57453,-0.051745
P1010436.JPG_repNr_1,1.41072,-0.824883,0.339481,1.42243,-0.480976,0.237799
P1010436.JPG_repNr_1,1.37358,-0.730748,0.628751,1.38516,-0.387202,0.528021
P1010436.JPG_repNr_1,1.33674,-0.637402,0.915578,1.3482,-0.294203,0.815846
P1010436.JPG_repNr_1,1.29993,-0.544112,1.20225,1.31128,-0.201285,1.10341
P1010436.JPG_repNr_1,1.26322,-0.451093,1.48813,1.27446,-0.108634,1.39015
P1010436.JPG_repNr_1,1.22852,-0.363135,1.75839,1.23963,-0.0209958,1.66138
P1010436.JPG_repNr_1,1.55754,-1.19695,-0.803851,1.22852,-0.363135,1.75839
P1010436.JPG_repNr_1,1.56972,-0.851624,-0.909317,1.23963,-0.0209958,1.66138
P1010436.JPG_repNr_2,1.57306,-0.7568,-0.938276,1.58292,-0.477384,-1.02362
P1010436.JPG_repNr_2,1.53761,-0.667746,-0.662123,1.54737,-0.388607,-0.746721
P1010436.JPG_repNr_2,1.50049,-0.574524,-0.373047,1.51015,-0.295675,-0.456869
P1010436.JPG_repNr_2,1.46285,-0.479999,-0.0799265,1.47242,-0.201447,-0.162967
P1010436.JPG_repNr_2,1.42564,-0.38654,0.209879,1.43511,-0.108283,0.127607
P1010436.JPG_repNr_2,1.38834,-0.292867,0.500358,1.39772,-0.0149092,0.418838
P1010436.JPG_repNr_2,1.35136,-0.199976,0.78841,1.36063,0.0777046,0.707695
P1010436.JPG_repNr_2,1.31439,-0.10714,1.0763,1.32358,0.170227,0.996275
P1010436.JPG_repNr_2,1.27754,-0.0145888,1.36329,1.28663,0.262497,1.28406
P1010436.JPG_repNr_2,1.24268,0.0729544,1.63476,1.25169,0.349745,1.55619
P1010436.JPG_repNr_2,1.57306,-0.7568,-0.938276,1.24268,0.0729544,1.63476
P1010436.JPG_repNr_2,1.58292,-0.477384,-1.02362,1.25169,0.349745,1.55619
P1010447.JPG_repNr_2,-1.45225,-0.351822,1.39927,-1.43686,-0.0152562,1.29559
P1010447.JPG_repNr_2,-1.17368,-0.353626,1.43603,-1.15833,-0.016584,1.3322
P1010447.JPG_repNr_2,-0.884416,-0.355498,1.4742,-0.869115,-0.0179632,1.3702
P1010447.JPG_repNr_2,-0.596453,-0.357359,1.51219,-0.581195,-0.0193334,1.40804
P1010447.JPG_repNr_2,-0.309606,-0.359215,1.55004,-0.294391,-0.0206986,1.44573
P1010447.JPG_repNr_2,-1.45225,-0.351822,1.39927,-0.309606,-0.359215,1.55004
P1010447.JPG_repNr_2,-1.43686,-0.0152562,1.29559,-0.294391,-0.0206986,1.44573
P1010448.JPG_repNr_2,-1.31465,-0.359855,1.41967,-1.3002,-0.0268942,1.317
P1010448.JPG_repNr_2,-1.03715,-0.361282,1.45617,-1.02263,-0.0274001,1.35322
P1010448.JPG_repNr_2,-0.741238,-0.362807,1.49509,-0.726645,-0.0279376,1.39184
P1010448.JPG_repNr_2,-0.449881,-0.364306,1.53342,-0.435216,-0.0284663,1.42987
P1010448.JPG_repNr_2,-0.165954,-0.365766,1.57076,-0.151217,-0.0289849,1.46693
P1010448.JPG_repNr_2,-1.31465,-0.359855,1.41967,-0.165954,-0.365766,1.57076
P1010448.JPG_repNr_2,-1.3002,-0.0268942,1.317,-0.151217,-0.0289849,1.46693
P1010457.JPG_repNr_2,0.224318,-0.0538633,1.14493,0.23976,0.258254,1.04239
P1010457.JPG_repNr_2,0.257931,-0.140018,0.883575,0.273401,0.173076,0.780865
P1010457.JPG_repNr_2,0.293419,-0.230978,0.607633,0.308919,0.0831444,0.50475
P1010457.JPG_repNr_2,0.327242,-0.317673,0.344638,0.34277,-0.00256572,0.24159
P1010457.JPG_repNr_2,0.224318,-0.0538633,1.14493,0.327242,-0.317673,0.344638
P1010457.JPG_repNr_2,0.23976,0.258254,1.04239,0.34277,-0.00256572,0.24159
P1010457.JPG_repNr_3,0.40447,-0.944603,-0.277235,0.418225,-0.664418,-0.368465
P1010457.JPG_repNr_3,0.438799,-1.03388,-0.544226,0.452579,-0.752812,-0.6356
P1010457.JPG_repNr_3,0.473146,-1.1232,-0.811356,0.48695,-0.841251,-0.902875
P1010457.JPG_repNr_3,0.40447,-0.944603,-0.277235,0.473146,-1.1232,-0.811356
P1010457.JPG_repNr_3,0.418225,-0.664418,-0.368465,0.48695,-0.841251,-0.902875
P1010457.JPG_repNr_4,0.4246,-0.534566,-0.410747,0.436661,-0.28889,-0.490741
P1010457.JPG_repNr_4,0.458965,-0.62255,-0.677949,0.471047,-0.376103,-0.758069
P1010457.JPG_repNr_4,0.493348,-0.710579,-0.945289,0.505452,-0.463358,-1.02554
P1010457.JPG_repNr_4,0.4246,-0.534566,-0.410747,0.493348,-0.710579,-0.945289
P1010457.JPG_repNr_4,0.436661,-0.28889,-0.490741,0.505452,-0.463358,-1.02554
P1010458.JPG_repNr_1,0.421648,-1.00789,-0.411758,0.437359,-0.686466,-0.515897
P1010458.JPG_repNr_1,0.456116,-1.09788,-0.679854,0.471919,-0.775424,-0.784639
P1010458.JPG_repNr_1,0.491222,-1.18954,-0.952905,0.507118,-0.866028,-1.05835
P1010458.JPG_repNr_1,0.421648,-1.00789,-0.411758,0.491222,-1.18954,-0.952905
P1010458.JPG_repNr_1,0.437359,-0.686466,-0.515897,0.507118,-0.866028,-1.05835
P1010458.JPG_repNr_2,0.442138,-0.588706,-0.547571,0.456179,-0.301465,-0.640637
P1010458.JPG_repNr_2,0.476725,-0.677349,-0.816507,0.490847,-0.389183,-0.910149
P1010458.JPG_repNr_2,0.511954,-0.767636,-1.09043,0.526158,-0.478522,-1.18465
P1010458.JPG_repNr_2,0.442138,-0.588706,-0.547571,0.511954,-0.767636,-1.09043
P1010458.JPG_repNr_2,0.456179,-0.301465,-0.640637,0.526158,-0.478522,-1.18465
P1010460.JPG_repNr_2,0.424305,-0.539652,-0.408741,0.43743,-0.272134,-0.495791
P1010460.JPG_repNr_2,0.458786,-0.628357,-0.676872,0.471914,-0.360364,-0.763914
P1010460.JPG_repNr_2,0.495307,-0.722307,-0.960861,0.508437,-0.453812,-1.04789
P1010460.JPG_repNr_2,0.529999,-0.811552,-1.23062,0.543131,-0.54258,-1.31765
P1010460.JPG_repNr_2,0.424305,-0.539652,-0.408741,0.529999,-0.811552,-1.23062
P1010460.JPG_repNr_2,0.43743,-0.272134,-0.495791,0.543131,-0.54258,-1.31765
P1010461.JPG_repNr_1,0.188255,-0.410757,1.40295,0.202564,-0.118748,1.30807
P1010461.JPG_repNr_1,0.220745,-0.495939,1.15023,0.2351,-0.202798,1.05506
P1010461.JPG_repNr_1,0.255744,-0.5877,0.877987,0.270147,-0.293339,0.782504
P1010461.JPG_repNr_1,0.289574,-0.676395,0.614838,0.304024,-0.380855,0.519057
P1010461.JPG_repNr_1,0.188255,-0.410757,1.40295,0.289574,-0.676395,0.614838
P1010461.JPG_repNr_1,0.202564,-0.118748,1.30807,0.304024,-0.380855,0.519057
P1010461.JPG_repNr_2,0.203679,-0.0959969,1.30068,0.222294,0.283888,1.17724
P1010461.JPG_repNr_2,0.236218,-0.179959,1.04764,0.254892,0.201398,0.923829
P1010461.JPG_repNr_2,0.271269,-0.270404,0.775065,0.290007,0.112539,0.650849
P1010461.JPG_repNr_2,0.30515,-0.357828,0.511592,0.323949,0.0266482,0.386986
P1010461.JPG_repNr_2,0.203679,-0.0959969,1.30068,0.30515,-0.357828,0.511592
P1010461.JPG_repNr_2,0.206411,-0.0402467,1.28256,0.307909,-0.301404,0.493305
P1010461.JPG_repNr_2,0.2097,0.0268706,1.26076,0.31123,-0.233475,0.47129
P1010461.JPG_repNr_2,0.212988,0.0939805,1.23895,0.314551,-0.165555,0.449277
P1010461.JPG_repNr_2,0.216276,0.161081,1.21715,0.317872,-0.0976441,0.427268
P1010461.JPG_repNr_2,0.219564,0.228171,1.19535,0.321192,-0.0297413,0.40526
P1010461.JPG_repNr_2,0.222294,0.283888,1.17724,0.323949,0.0266482,0.386986
P1010461.JPG_repNr_3,0.403965,-0.942666,-0.273274,0.418748,-0.639579,-0.371224
P1010461.JPG_repNr_3,0.438653,-1.03348,-0.543087,0.453484,-0.729165,-0.641343
P1010461.JPG_repNr_3,0.473801,-1.12549,-0.816477,0.488681,-0.81994,-0.915047
P1010461.JPG_repNr_3,0.403965,-0.942666,-0.273274,0.473801,-1.12549,-0.816477
P1010461.JPG_repNr_3,0.418748,-0.639579,-0.371224,0.488681,-0.81994,-0.915047
P1010461.JPG_repNr_4,0.423486,-0.542432,-0.40262,0.435756,-0.290862,-0.483921
P1010461.JPG_repNr_4,0.458237,-0.631625,-0.672835,0.470547,-0.379038,-0.75439
P1010461.JPG_repNr_4,0.493449,-0.722002,-0.946636,0.505801,-0.468388,-1.02846
P1010461.JPG_repNr_4,0.423486,-0.542432,-0.40262,0.493449,-0.722002,-0.946636
P1010461.JPG_repNr_4,0.426265,-0.485452,-0.421034,0.496247,-0.664558,-0.965168
P1010461.JPG_repNr_4,0.429622,-0.416632,-0.443275,0.499626,-0.59518,-0.987552
P1010461.JPG_repNr_4,0.432978,-0.347822,-0.465513,0.503004,-0.52581,-1.00993
P1010461.JPG_repNr_4,0.435756,-0.290862,-0.483921,0.505801,-0.468388,-1.02846
P1010462.JPG_repNr_1,0.403288,-0.952657,-0.268593,0.417392,-0.666064,-0.362178
P1010462.JPG_repNr_1,0.437724,-1.04242,-0.536427,0.451908,-0.75544,-0.630603
P1010462.JPG_repNr_1,0.472191,-1.13227,-0.804505,0.486456,-0.844901,-0.89928
P1010462.JPG_repNr_1,0.403288,-0.952657,-0.268593,0.472191,-1.13227,-0.804505
P1010462.JPG_repNr_1,0.417392,-0.666064,-0.362178,0.486456,-0.844901,-0.89928
P1010462.JPG_repNr_2,0.421741,-0.577712,-0.391029,0.437377,-0.259994,-0.494777
P1010462.JPG_repNr_2,0.456281,-0.66697,-0.659635,0.472006,-0.348823,-0.764043
P1010462.JPG_repNr_2,0.490854,-0.756312,-0.928495,0.506668,-0.437736,-1.03356
P1010462.JPG_repNr_2,0.421741,-0.577712,-0.391029,0.490854,-0.756312,-0.928495
P1010462.JPG_repNr_2,0.42456,-0.520426,-0.409734,0.493705,-0.698872,-0.947436
P1010462.JPG_repNr_2,0.427888,-0.452816,-0.431815,0.49707,-0.631078,-0.969795
P1010462.JPG_repNr_2,0.431217,-0.385154,-0.453907,0.500438,-0.563235,-0.992172
P1010462.JPG_repNr_2,0.43455,-0.317444,-0.47602,0.503808,-0.495341,-1.01456
P1010462.JPG_repNr_2,0.437377,-0.259994,-0.494777,0.506668,-0.437736,-1.03356
P1010463.JPG_repNr_1,0.40471,-0.940011,-0.278835,0.418087,-0.666576,-0.367513
P1010463.JPG_repNr_1,0.439127,-1.02922,-0.546497,0.452521,-0.755254,-0.635282
P1010463.JPG_repNr_1,0.475404,-1.12325,-0.828626,0.488818,-0.848725,-0.917528
P1010463.JPG_repNr_1,0.509957,-1.21281,-1.09735,0.523387,-0.937751,-1.18635
P1010463.JPG_repNr_1,0.40471,-0.940011,-0.278835,0.509957,-1.21281,-1.09735
P1010463.JPG_repNr_1,0.418087,-0.666576,-0.367513,0.523387,-0.937751,-1.18635
P1010463.JPG_repNr_2,0.423912,-0.547506,-0.406129,0.436103,-0.29832,-0.486942
P1010463.JPG_repNr_2,0.458354,-0.635951,-0.673943,0.470561,-0.386282,-0.754854
P1010463.JPG_repNr_2,0.494657,-0.729177,-0.956229,0.506881,-0.478999,-1.03725
P1010463.JPG_repNr_2,0.529235,-0.817972,-1.2251,0.541474,-0.567305,-1.30621
P1010463.JPG_repNr_2,0.423912,-0.547506,-0.406129,0.529235,-0.817972,-1.2251
P1010463.JPG_repNr_2,0.426633,-0.491879,-0.424169,0.531967,-0.762016,-1.24321
P1010463.JPG_repNr_2,0.430008,-0.422899,-0.446539,0.535355,-0.692626,-1.26566
P1010463.JPG_repNr_2,0.433382,-0.353926,-0.468907,0.538743,-0.623244,-1.28811
P1010463.JPG_repNr_2,0.436103,-0.29832,-0.486942,0.541474,-0.567305,-1.30621
P1010463.JPG_repNr_3,0.240129,-0.550779,0.999247,0.256649,-0.214136,0.889686
P1010463.JPG_repNr_3,0.273975,-0.638578,0.736022,0.290516,-0.301286,0.62633
P1010463.JPG_repNr_3,0.307654,-0.725944,0.474094,0.324217,-0.388005,0.364271
P1010463.JPG_repNr_3,0.240129,-0.550779,0.999247,0.307654,-0.725944,0.474094
P1010463.JPG_repNr_3,0.256649,-0.214136,0.889686,0.324217,-0.388005,0.364271
P1010463.JPG_repNr_4,0.264245,-0.0593317,0.839305,0.273005,0.119179,0.781208
P1010463.JPG_repNr_4,0.298122,-0.146184,0.575889,0.306894,0.0326718,0.517722
P1010463.JPG_repNr_4,0.331833,-0.232606,0.313771,0.340615,-0.0534086,0.255536
P1010463.JPG_repNr_4,0.264245,-0.0593317,0.839305,0.331833,-0.232606,0.313771
P1010463.JPG_repNr_4,0.266949,-0.0042406,0.821375,0.334543,-0.177303,0.295798
P1010463.JPG_repNr_4,0.270302,0.0640984,0.799134,0.337905,-0.108701,0.273505
P1010463.JPG_repNr_4,0.273005,0.119179,0.781208,0.340615,-0.0534086,0.255536
P1010464.JPG_repNr_1,0.403887,-0.949327,-0.273007,0.419161,-0.636007,-0.374202
P1010464.JPG_repNr_1,0.438511,-1.03917,-0.542282,0.453807,-0.725345,-0.643626
P1010464.JPG_repNr_1,0.473086,-1.12889,-0.811179,0.488405,-0.814555,-0.912668
P1010464.JPG_repNr_1,0.403887,-0.949327,-0.273007,0.473086,-1.12889,-0.811179
P1010464.JPG_repNr_1,0.419161,-0.636007,-0.374202,0.488405,-0.814555,-0.912668
P1010464.JPG_repNr_2,0.42438,-0.528939,-0.408785,0.435926,-0.292085,-0.485283
P1010464.JPG_repNr_2,0.459034,-0.618101,-0.678258,0.470598,-0.380865,-0.754871
P1010464.JPG_repNr_2,0.493641,-0.707141,-0.947358,0.505221,-0.469521,-1.02408
P1010464.JPG_repNr_2,0.42438,-0.528939,-0.408785,0.493641,-0.707141,-0.947358
P1010464.JPG_repNr_2,0.435926,-0.292085,-0.485283,0.505221,-0.469521,-1.02408
P1010465.JPG_repNr_1,0.420355,-1.02466,-0.402708,0.435821,-0.70749,-0.505181
P1010465.JPG_repNr_1,0.455041,-1.11445,-0.672457,0.470495,-0.796622,-0.774805
P1010465.JPG_repNr_1,0.489778,-1.20437,-0.9426,0.505218,-0.885879,-1.04481
P1010465.JPG_repNr_1,0.420355,-1.02466,-0.402708,0.489778,-1.20437,-0.9426
P1010465.JPG_repNr_1,0.435821,-0.70749,-0.505181,0.505218,-0.885879,-1.04481
P1010465.JPG_repNr_2,0.442978,-0.560712,-0.552598,0.454634,-0.321653,-0.629832
P1010465.JPG_repNr_2,0.477645,-0.649539,-0.822157,0.489292,-0.409987,-0.899291
P1010465.JPG_repNr_2,0.512362,-0.738491,-1.09209,0.523998,-0.498442,-1.16912
P1010465.JPG_repNr_2,0.442978,-0.560712,-0.552598,0.512362,-0.738491,-1.09209
P1010465.JPG_repNr_2,0.454634,-0.321653,-0.629832,0.523998,-0.498442,-1.16912
P1010465.JPG_repNr_3,0.257108,-0.602128,0.866834,0.272549,-0.289784,0.764311
P1010465.JPG_repNr_3,0.290898,-0.689593,0.604058,0.306327,-0.376614,0.50166
P1010465.JPG_repNr_3,0.325001,-0.777872,0.338841,0.340418,-0.46425,0.236571
